DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN	UMLS CUI
CaseReport6	biolink:PhenotypicFeature	1745	1760	mitral stenosis	Mitral stenosis	HP:0001718		S15	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	1752	1760	stenosis	constricted	PATO:0001847_SYNONYM		S15	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	1772	1784	hypertension	Hypertension	HP:0000822		S15	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	1790	1805	pulmonary edema	Pulmonary edema	HP:0100598		S15	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	1800	1805	edema	Edema	HP:0000969		S15	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	1800	1805	edema	edematous	PATO:0001450_SYNONYM		S15	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1833	1838	blood	blood	UBERON:0000178		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1833	1846	blood vessels	blood vessel	UBERON:0001981		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1833	1846	blood vessels	blood vasculature	UBERON:0004537_SYNONYM		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1839	1846	vessels	vessel	UBERON:0000055		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1869	1886	systemic arteries	systemic artery	UBERON:0004573		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1878	1886	arteries	artery	UBERON:0001637_SYNONYM		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1878	1886	arteries	artery	UBERON:0001637		S16	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	1891	1897	supply	supplies	RO:0002178		S16	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	1898	1903	blood	blood	UBERON:0000178		S16	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	1934	1943	Prominent	prominence	PATO:0015007		S17	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	1934	1943	Prominent	prominent	PATO:0001482		S17	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2000	2017	pulmonary atresia	Pulmonary artery atresia	HP:0004935_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2010	2017	atresia	atretic	PATO:0001819_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2023	2048	ventricular septal defect	Ventricular septal defect	HP:0001629		S17	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2023	2048	ventricular septal defect	Ventricular septal defect	HP:0001629_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2035	2048	septal defect	Abnormal cardiac septum morphology	HP:0001671_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2042	2048	defect	non-functional	PATO:0001511_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2042	2048	defect	abnormal	PATO:0000460_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2094	2110	single ventricle	Single ventricle	HP:0001750		S17	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2101	2110	ventricle	cardiac ventricle	UBERON:0002082_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2136	2142	staged	life cycle stage	UBERON:0000105_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2136	2142	staged	human life cycle stage	OBO:HsapDv_0000000_SYNONYM		S17	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2164	2165	A	alanine	CHEBI:16449_SYNONYM		S18	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2164	2165	A	acceptor	CHEBI:15339_SYNONYM		S18	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2164	2165	A	adenine	CHEBI:16708_SYNONYM		S18	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2222	2223	A	alanine	CHEBI:16449_SYNONYM		S19	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2222	2223	A	acceptor	CHEBI:15339_SYNONYM		S19	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2222	2223	A	adenine	CHEBI:16708_SYNONYM		S19	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2224	2229	chest	chest	UBERON:0001443		S19	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2299	2304	tests	testis	UBERON:0000473_SYNONYM		S20	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2391	2403	Localization	Localized	HP:0012838		S21	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2391	2403	Localization	localized	PATO:0000627		S21	hp-full.json	CUI-less
CaseReport6	biolink:BiologicalProcess	2391	2403	Localization	localization	GO:0051179		S21	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2477	2485	localize	Localized	HP:0012838		S22	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2477	2485	localize	localized	PATO:0000627		S22	hp-full.json	CUI-less
CaseReport6	biolink:BiologicalProcess	2477	2485	localize	localization	GO:0051179		S22	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2514	2518	left	Left	HP:0012835		S22	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2522	2532	right lung	right lung	UBERON:0002167		S22	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2528	2532	lung	pair of lungs	UBERON:0000170_SYNONYM		S22	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2528	2532	lung	lung	UBERON:0002048		S22	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2689	2695	adults	adult organism	UBERON:0007023_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2704	2707	CO2	carbon dioxide	CHEBI:16526_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2766	2773	balloon	ballooning	PATO:0002093		S23	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2802	2810	bronchus	bronchus	UBERON:0002185		S23	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2820	2826	airway	respiratory tube	UBERON:0000117_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	2820	2826	airway	respiratory airway	UBERON:0001005_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	2856	2861	tumor	neoplastic	PATO:0002011_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	2856	2861	tumor	Neoplasm	HP:0002664_SYNONYM		S23	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2971	2972	S	sulfur atom	CHEBI:26833_SYNONYM		S25	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	2971	2972	S	L-serine	CHEBI:17115_SYNONYM		S25	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	3053	3054	W	tryptophan	CHEBI:27897_SYNONYM		S25	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	3083	3084	E	L-glutamic acid	CHEBI:16015_SYNONYM		S26	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	3083	3084	E	glutamic acid	CHEBI:18237_SYNONYM		S26	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3320	3331	Periodicals	Periodic	HP:0025304		S28	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	3320	3331	Periodicals	duration	PATO:0001309_SYNONYM		S28	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	3378	3385	vessels	vessel	UBERON:0000055		S29	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	3440	3456	bronchial artery	bronchial artery	UBERON:0002040		S30	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	3450	3456	artery	artery	UBERON:0001637_SYNONYM		S30	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	3450	3456	artery	artery	UBERON:0001637		S30	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3567	3577	hemoptysis	Hemoptysis	HP:0002105		S31	hp-full.json	CUI-less
CaseReport6	biolink:Protein	3611	3614	Mal	T-cell surface glycoprotein CD8 alpha chain	PR:000001084_SYNONYM		S31	hp-full.json	CUI-less
CaseReport6	biolink:Protein	3611	3614	Mal	T-cell surface glycoprotein CD8 alpha chain (human)	PR:P01732_SYNONYM		S31	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3709	3718	recurrent	Recurrent	HP:0031796		S31	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	3709	3718	recurrent	recurrent	PATO:0000427		S31	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3719	3729	hemoptysis	Hemoptysis	HP:0002105		S31	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3984	3991	episode	Episodic	HP:0025303		S33	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	3995	4005	hemoptysis	Hemoptysis	HP:0002105		S33	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	4086	4090	rest	group	CHEBI:24433_SYNONYM		S34	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4118	4125	episode	Episodic	HP:0025303		S35	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4129	4139	hemoptysis	Hemoptysis	HP:0002105		S35	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	4145	4151	bright	high saturation	PATO:0001229_SYNONYM		S35	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	4152	4155	red	red	PATO:0000322		S35	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4156	4161	blood	blood	UBERON:0000178		S35	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4182	4187	mouth	oral opening	UBERON:0000166_SYNONYM		S35	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4182	4187	mouth	mouth	UBERON:0000165		S35	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4250	4256	saliva	saliva	UBERON:0001836		S36	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4260	4266	emesis	Vomiting	HP:0002013_SYNONYM		S36	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4339	4343	mild	Mild	HP:0012825		S38	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4344	4349	nasal	nasal bone	UBERON:0001681_SYNONYM		S38	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4344	4360	nasal congestion	Nasal obstruction	HP:0001742_SYNONYM		S38	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4395	4415	respiratory distress	Respiratory distress	HP:0002098		S38	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4419	4425	fevers	Fever	HP:0001945		S38	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4438	4446	episodes	Episodic	HP:0025303		S39	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4450	4455	blood	blood	UBERON:0000178		S39	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4465	4470	mouth	oral opening	UBERON:0000166_SYNONYM		S39	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4465	4470	mouth	mouth	UBERON:0000165		S39	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4546	4554	coughing	Cough	HP:0012735_SYNONYM		S40	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4546	4554	coughing	Cough	HP:0012735		S40	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4580	4585	fever	Fever	HP:0001945		S41	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4587	4592	cough	Cough	HP:0012735_SYNONYM		S41	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4587	4592	cough	Cough	HP:0012735		S41	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4597	4605	diarrhea	Diarrhea	HP:0002014		S41	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	4614	4619	bowel	intestine	UBERON:0000160_SYNONYM		S41	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4684	4707	gastroesophageal reflux	Gastroesophageal reflux	HP:0002020		S42	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	4743	4752	inhibitor	inhibitor	CHEBI:35222		S42	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	4743	4752	inhibitor	inhibitor	CHEBI:35222_SYNONYM		S42	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	4805	4813	neonatal	newborn human stage	OBO:HsapDv_0000082_SYNONYM		S43	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	4814	4823	intensive	intensity	PATO:0000049		S43	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4814	4823	intensive	Severity	HP:0012824_SYNONYM		S43	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	4873	4884	prematurity	premature	PATO:0000694		S43	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	4978	4992	coagulopathies	Abnormality of the coagulation cascade	HP:0003256_SYNONYM		S45	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5069	5078	intensive	intensity	PATO:0000049		S46	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	5069	5078	intensive	Severity	HP:0012824_SYNONYM		S46	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5111	5121	hemoglobin	hemoglobin	CHEBI:35143		S47	hp-full.json	CUI-less
CaseReport6	biolink:BiologicalProcess	5181	5192	coagulation	coagulation	GO:0050817		S48	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5206	5212	normal	normal	PATO:0000461		S48	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5219	5222	vWF	von Willebrand factor (mouse)	PR:Q8CIZ8_SYNONYM		S48	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5219	5222	vWF	von Willebrand factor	PR:000017364_SYNONYM		S48	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5219	5222	vWF	von Willebrand factor (human)	PR:P04275_SYNONYM		S48	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5280	5286	normal	normal	PATO:0000461		S48	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5288	5289	A	alanine	CHEBI:16449_SYNONYM		S49	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5288	5289	A	acceptor	CHEBI:15339_SYNONYM		S49	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5288	5289	A	adenine	CHEBI:16708_SYNONYM		S49	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5290	5295	chest	chest	UBERON:0001443		S49	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5542	5545	Scl	T-cell acute lymphocytic leukemia protein 1 homolog (mouse)	PR:P22091_SYNONYM		S51	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5542	5545	Scl	T-cell acute lymphocytic leukemia protein 1 homolog (zebrafish)	PR:O93507_SYNONYM		S51	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5542	5545	Scl	T-cell acute lymphocytic leukemia protein 1	PR:000016043_SYNONYM		S51	hp-full.json	CUI-less
CaseReport6	biolink:Protein	5542	5545	Scl	T-cell acute lymphocytic leukemia protein 1 (human)	PR:P17542_SYNONYM		S51	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5568	5569	A	alanine	CHEBI:16449_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5568	5569	A	acceptor	CHEBI:15339_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5568	5569	A	adenine	CHEBI:16708_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5570	5575	chest	chest	UBERON:0001443		S52	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	5626	5635	bilateral	Bilateral	HP:0012832		S52	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5626	5635	bilateral	bilateral	PATO:0000618		S52	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5658	5667	opacities	opacity	PATO:0000957		S52	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5681	5685	lung	pair of lungs	UBERON:0000170_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5681	5685	lung	lung	UBERON:0002048		S52	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5681	5692	lung fields	lung field	UBERON:0022361		S52	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5686	5692	fields	anlage	UBERON:0007688_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	5709	5729	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S52	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5719	5729	hemorrhage	broken	PATO:0001444_SYNONYM		S52	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5731	5732	A	alanine	CHEBI:16449_SYNONYM		S53	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5731	5732	A	acceptor	CHEBI:15339_SYNONYM		S53	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5731	5732	A	adenine	CHEBI:16708_SYNONYM		S53	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5733	5741	flexible	flexibility	PATO:0001543		S53	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5733	5741	flexible	flexible	PATO:0001544		S53	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5791	5801	right lung	right lung	UBERON:0002167		S53	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5797	5801	lung	pair of lungs	UBERON:0000170_SYNONYM		S53	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5797	5801	lung	lung	UBERON:0002048		S53	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	5802	5822	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S53	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5812	5822	hemorrhage	broken	PATO:0001444_SYNONYM		S53	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5824	5825	A	alanine	CHEBI:16449_SYNONYM		S54	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5824	5825	A	acceptor	CHEBI:15339_SYNONYM		S54	hp-full.json	CUI-less
CaseReport6	biolink:ChemicalSubstance	5824	5825	A	adenine	CHEBI:16708_SYNONYM		S54	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5880	5885	large	increased size	PATO:0000586_SYNONYM		S54	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5912	5918	vessel	vessel	UBERON:0000055		S54	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	5944	5954	hemorrhage	broken	PATO:0001444_SYNONYM		S54	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	5972	5978	vessel	vessel	UBERON:0000055		S55	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	6011	6015	coil	coiled	PATO:0000404		S55	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	6011	6015	coil	coiling	PATO:0001794		S55	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	6063	6072	intensive	intensity	PATO:0000049		S55	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	6063	6072	intensive	Severity	HP:0012824_SYNONYM		S55	hp-full.json	CUI-less
CaseReport6	biolink:AnatomicalEntity	6132	6137	chest	chest	UBERON:0001443		S56	hp-full.json	CUI-less
CaseReport6	biolink:OntologyClass	6167	6173	normal	normal	PATO:0000461		S56	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	6190	6196	stable	Stable	HP:0031915		S56	hp-full.json	CUI-less
CaseReport6	biolink:PhenotypicFeature	6205	6215	hemoptysis	Hemoptysis	HP:0002105		S56	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	4	6	LH	Luteinizing hormone	CHEBI:81568_SYNONYM		S1	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	233	241	Medicine	drug	CHEBI:23888_SYNONYM		S4	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	292	297	Acute	Acute	HP:0011009		S4	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	292	297	Acute	acute	PATO:0000389		S4	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	310	317	Chronic	Chronic	HP:0011010		S4	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	310	317	Chronic	chronic	PATO:0001863		S4	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	310	317	Chronic	increased duration	PATO:0000498_SYNONYM		S4	hp-full.json	CUI-less
Epicrisis22	biolink:BiologicalProcess	350	359	breathing	respiratory gaseous exchange by respiratory system	GO:0007585_SYNONYM		S4	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	377	384	anaemia	Anemia	HP:0001903_SYNONYM		S4	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	465	470	Chest	chest	UBERON:0001443		S5	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	472	481	Completed	offset quality	PATO:0002324_SYNONYM		S5	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	503	512	Allergies	Allergy	HP:0012393		S5	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	523	532	allergies	Allergy	HP:0012393		S5	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	581	582	F	phenylalanine	CHEBI:28044_SYNONYM		S5	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	715	720	blood	blood	UBERON:0000178		S6	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	721	726	tests	testis	UBERON:0000473_SYNONYM		S6	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	734	739	blood	blood	UBERON:0000178		S6	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	747	752	Chest	chest	UBERON:0001443		S6	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	760	775	Clinical Course	Clinical course	HP:0031797		S6	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1039	1047	multiple	multiple	PATO:0002118		S8	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1048	1056	episodes	Episodic	HP:0025303		S8	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1130	1135	acute	Acute	HP:0011009		S9	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1130	1135	acute	acute	PATO:0000389		S9	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1136	1143	anaemia	Anemia	HP:0001903_SYNONYM		S9	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1183	1186	dry	decreased water composition	PATO:0001801_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1183	1186	dry	dry	PATO:0001824		S10	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1183	1192	dry cough	Nonproductive cough	HP:0031246_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1187	1192	cough	Cough	HP:0012735_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1187	1192	cough	Cough	HP:0012735		S10	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1197	1204	shallow	decreased depth	PATO:0001472_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:BiologicalProcess	1205	1214	breathing	respiratory gaseous exchange by respiratory system	GO:0007585_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1220	1229	increased	increased amount	PATO:0000470_SYNONYM		S10	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1302	1311	increased	increased amount	PATO:0000470_SYNONYM		S11	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1312	1318	pallor	Pallor	HP:0000980		S11	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1407	1416	generally	generalized	PATO:0002403		S12	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	1407	1416	generally	Generalized	HP:0012837		S12	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	1555	1559	milk	milk	UBERON:0001913		S13	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	1560	1567	protein	protein	CHEBI:36080_SYNONYM		S13	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	1560	1567	protein	protein polypeptide chain	CHEBI:16541_SYNONYM		S13	hp-full.json	CUI-less
Epicrisis22	biolink:Protein	1560	1567	protein	protein	PR:000000001		S13	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	1560	1567	protein	protein	CHEBI:36080		S13	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1813	1824	hypertrophy	hypertrophic	PATO:0000584_SYNONYM		S15	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	1834	1846	Inflammation	inflammation	MPATH:212		S15	hp-full.json	CUI-less
Epicrisis22	biolink:BiologicalProcess	1834	1846	Inflammation	inflammatory response	GO:0006954_SYNONYM		S15	hp-full.json	CUI-less
Epicrisis22	biolink:AnatomicalEntity	1968	1970	Da	dorsal aorta	UBERON:0005805_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	1968	1970	Da	D-aspartic acid	CHEBI:17364_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	2028	2030	14	tetradecanoic acid	CHEBI:28875_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	2037	2046	Continued	continuous	PATO:0000689		S16	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	2037	2046	Continued	continuant	BFO:0000002		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	2125	2126	N	L-asparagine	CHEBI:17196_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	2125	2126	N	nitrogen atom	CHEBI:25555_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	2125	2126	N	asparagine	CHEBI:22653_SYNONYM		S16	hp-full.json	CUI-less
Epicrisis22	biolink:ChemicalSubstance	2190	2201	Haemoglobin	hemoglobin	CHEBI:35143_SYNONYM		S17	hp-full.json	CUI-less
Epicrisis22	biolink:PhenotypicFeature	2212	2218	stable	Stable	HP:0031915		S18	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	2271	2280	continues	continuous	PATO:0000689		S18	hp-full.json	CUI-less
Epicrisis22	biolink:OntologyClass	2271	2280	continues	continuant	BFO:0000002		S18	hp-full.json	CUI-less
