DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN	UMLS CUI	SENTENCE
CaseReport3	biolink:PhenotypicFeature	5825	5852	Diffuse alveolar hemorrhage	Diffuse alveolar hemorrhage	HP:0025420		S54	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul 2208 | © 2020 Wiley Periodicals LLC DOI: 10.1002/ppul.24940 L E T T E R T O T H E E D I T O R Diffuse alveolar hemorrhage in a boy with combined methylmalonic acidemia and homocysteinemia To the Editor, Type cblC caused by the MMACHC gene is the most common sub- type of combined methylmalonic academia (MMA) and homo- cystienemia (HC).
CaseReport3	biolink:PhenotypicFeature	5866	5871	acute	Acute	HP:0011009		S54	hp-full.json	CUI-less	Diffuse alveolar hemorrhage is likely an acute manifestation of combined MMA and HC and, DPLD and PAH more chronic mani- festations.
CaseReport3	biolink:PhenotypicFeature	5932	5939	chronic	Chronic	HP:0011010		S54	hp-full.json	CUI-less	Diffuse alveolar hemorrhage is likely an acute manifestation of combined MMA and HC and, DPLD and PAH more chronic mani- festations.
CaseReport3	biolink:PhenotypicFeature	6055	6071	oxidative stress	Increased reactive oxygen species production	HP:0025464_SYNONYM		S55	hp-full.json	CUI-less	Direct toxicity of metabolites, reduced products of me- tabolism, impaired methylation capacity, oxidative stress, and impaired nonenzymatic protein functions are the proposed me- chanisms of tissue injury.3 Increased permeability of pulmonary ca- pillaries and damage to the vascular endothelial caused by toxin accumulation and the reduction of mitochondrial metabolism could result in diffuse alveolar hemorrhage.
CaseReport3	biolink:PhenotypicFeature	6305	6318	mitochondrial	Mitochondrial inheritance	HP:0001427_SYNONYM		S55	hp-full.json	CUI-less	Direct toxicity of metabolites, reduced products of me- tabolism, impaired methylation capacity, oxidative stress, and impaired nonenzymatic protein functions are the proposed me- chanisms of tissue injury.3 Increased permeability of pulmonary ca- pillaries and damage to the vascular endothelial caused by toxin accumulation and the reduction of mitochondrial metabolism could result in diffuse alveolar hemorrhage.
CaseReport3	biolink:PhenotypicFeature	6346	6353	diffuse	Diffuse	HP:0020034		S55	hp-full.json	CUI-less	Here we describe one case with combined MMA and HC who presented diffuse alveolar hemorrhage and mild pulmonary artery hypertension (PAH).
CaseReport3	biolink:PhenotypicFeature	6346	6373	diffuse alveolar hemorrhage	Diffuse alveolar hemorrhage	HP:0025420		S55	hp-full.json	CUI-less	Here we describe one case with combined MMA and HC who presented diffuse alveolar hemorrhage and mild pulmonary artery hypertension (PAH).
CaseReport3	biolink:PhenotypicFeature	6545	6552	central	Central	HP:0030645		S56	hp-full.json	CUI-less	Increased serum Hcy con- centration can cause vascular endothelial injury and intravascular thrombosis which can result in organ damage.4 Thrombotic micro- angiopathy is central to renal disease and is also a likely explanation of PAH.2 Further histological analysis is needed to reveal the pathogenesis in our patient.
CaseReport3	biolink:PhenotypicFeature	6746	6757	late‐ onset	Late onset	HP:0003584		S58	hp-full.json	CUI-less	MMACHC gene mutation c. 80A>G is a common cause of late‐ onset type combined MMA and HC with PAH in Chinese patients.5 However, our patient showed early‐onset disease with relatively milder symptoms and early resolution of pulmonary hemorrhage.
CaseReport3	biolink:PhenotypicFeature	6752	6757	onset	Onset	HP:0003674		S58	hp-full.json	CUI-less	One day after the onset of vomiting, he developed diffuse weakness and presented to the emergency department.
CaseReport3	biolink:PhenotypicFeature	6848	6853	onset	Onset	HP:0003674		S58	hp-full.json	CUI-less	One day after the onset of vomiting, he developed diffuse weakness and presented to the emergency department.
CaseReport3	biolink:PhenotypicFeature	6918	6938	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S58	hp-full.json	CUI-less	MMACHC gene mutation c. 80A>G is a common cause of late‐ onset type combined MMA and HC with PAH in Chinese patients.5 However, our patient showed early‐onset disease with relatively milder symptoms and early resolution of pulmonary hemorrhage.
CaseReport3	biolink:PhenotypicFeature	7165	7170	onset	Onset	HP:0003674		S61	hp-full.json	CUI-less	One day after the onset of vomiting, he developed diffuse weakness and presented to the emergency department.
CaseReport3	biolink:PhenotypicFeature	7194	7199	onset	Onset	HP:0003674		S62	hp-full.json	CUI-less	One day after the onset of vomiting, he developed diffuse weakness and presented to the emergency department.
CaseReport3	biolink:PhenotypicFeature	7213	7217	mild	Mild	HP:0012825		S62	hp-full.json	CUI-less	Here we describe one case with combined MMA and HC who presented diffuse alveolar hemorrhage and mild pulmonary artery hypertension (PAH).
CaseReport3	biolink:PhenotypicFeature	7235	7261	neurological deterioration	Progressive neurologic deterioration	HP:0002344_SYNONYM		S62	hp-full.json	CUI-less	Our patient had early‐onset but he had a mild phenotype and no neurological deterioration.
CaseReport3	biolink:PhenotypicFeature	7792	7806	exacerbated by	Aggravated by	HP:0025285_SYNONYM		S67	hp-full.json	CUI-less	This raises the possibility that he has a low grade ongoing pulmonary pathology which was exacerbated by a viral illness.
CaseReport3	biolink:PhenotypicFeature	7963	7973	generation	Generalized	HP:0012837		S69	hp-full.json	CUI-less	Optimized his treatment will likely reduce toxin generation and resultant pulmonary injury.
CaseReport3	biolink:PhenotypicFeature	8100	8107	Diffuse	Diffuse	HP:0020034		S71	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul 2208 | © 2020 Wiley Periodicals LLC DOI: 10.1002/ppul.24940 L E T T E R T O T H E E D I T O R Diffuse alveolar hemorrhage in a boy with combined methylmalonic acidemia and homocysteinemia To the Editor, Type cblC caused by the MMACHC gene is the most common sub- type of combined methylmalonic academia (MMA) and homo- cystienemia (HC).
CaseReport3	biolink:PhenotypicFeature	8100	8127	Diffuse alveolar hemorrhage	Diffuse alveolar hemorrhage	HP:0025420		S71	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul 2208 | © 2020 Wiley Periodicals LLC DOI: 10.1002/ppul.24940 L E T T E R T O T H E E D I T O R Diffuse alveolar hemorrhage in a boy with combined methylmalonic acidemia and homocysteinemia To the Editor, Type cblC caused by the MMACHC gene is the most common sub- type of combined methylmalonic academia (MMA) and homo- cystienemia (HC).
CaseReport3	biolink:PhenotypicFeature	8466	8469	Bos	Body odor	HP:0500001_SYNONYM		S73	hp-full.json	CUI-less	Bosentan was used as a single therapy targeting the PAH.
CaseReport2	biolink:PhenotypicFeature	82	93	Periodicals	Periodic	HP:0025304		S3	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul © 2021 Wiley Periodicals LLC | 1 DOI: 10.1002/ppul.25152 L E T T E R T O T H E E D I T O R Prolonged remission following refractory pulmonary capillaritis in a young child Jodi Gustave MD | Abigail Strang MD Division of Pulmonology at Nemours, Nemours/AI DuPont Hospital for Children, Wilmington, Delaware, USA Correspondence Jodi Gustave, MD, 1600 Rockland Road, Wilmington, DE 19803, USA.
CaseReport2	biolink:PhenotypicFeature	160	169	Prolonged	Prolonged	HP:0025297		S3	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul © 2021 Wiley Periodicals LLC | 1 DOI: 10.1002/ppul.25152 L E T T E R T O T H E E D I T O R Prolonged remission following refractory pulmonary capillaritis in a young child Jodi Gustave MD | Abigail Strang MD Division of Pulmonology at Nemours, Nemours/AI DuPont Hospital for Children, Wilmington, Delaware, USA Correspondence Jodi Gustave, MD, 1600 Rockland Road, Wilmington, DE 19803, USA.
CaseReport2	biolink:PhenotypicFeature	190	200	refractory	Refractory	HP:0031375		S3	hp-full.json	CUI-less	wileyonlinelibrary.com/journal/ppul © 2021 Wiley Periodicals LLC | 1 DOI: 10.1002/ppul.25152 L E T T E R T O T H E E D I T O R Prolonged remission following refractory pulmonary capillaritis in a young child Jodi Gustave MD | Abigail Strang MD Division of Pulmonology at Nemours, Nemours/AI DuPont Hospital for Children, Wilmington, Delaware, USA Correspondence Jodi Gustave, MD, 1600 Rockland Road, Wilmington, DE 19803, USA.
CaseReport2	biolink:PhenotypicFeature	501	508	diffuse	Diffuse	HP:0020034		S4	hp-full.json	CUI-less	Email: Jodi.gustave@nemours.org Keywords diffuse alveolar hemorrhage, pediatric, pulmonary capillaritis, pulse steroids To the Editor, This case involves prolonged remission following refractory pul- monary capillaritis (PC) in a young child.
CaseReport2	biolink:PhenotypicFeature	501	528	diffuse alveolar hemorrhage	Diffuse alveolar hemorrhage	HP:0025420		S4	hp-full.json	CUI-less	Email: Jodi.gustave@nemours.org Keywords diffuse alveolar hemorrhage, pediatric, pulmonary capillaritis, pulse steroids To the Editor, This case involves prolonged remission following refractory pul- monary capillaritis (PC) in a young child.
CaseReport2	biolink:PhenotypicFeature	614	623	prolonged	Prolonged	HP:0025297		S4	hp-full.json	CUI-less	Email: Jodi.gustave@nemours.org Keywords diffuse alveolar hemorrhage, pediatric, pulmonary capillaritis, pulse steroids To the Editor, This case involves prolonged remission following refractory pul- monary capillaritis (PC) in a young child.
CaseReport2	biolink:PhenotypicFeature	644	654	refractory	Refractory	HP:0031375		S4	hp-full.json	CUI-less	Email: Jodi.gustave@nemours.org Keywords diffuse alveolar hemorrhage, pediatric, pulmonary capillaritis, pulse steroids To the Editor, This case involves prolonged remission following refractory pul- monary capillaritis (PC) in a young child.
CaseReport2	biolink:PhenotypicFeature	904	909	acute	Acute	HP:0011009		S6	hp-full.json	CUI-less	Given the fact that acute pulmonary hemorrhage can be deadly, it is vital that similar cases are published to begin to establish treatment guidelines and protocols.
CaseReport2	biolink:PhenotypicFeature	910	930	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S6	hp-full.json	CUI-less	Given the fact that acute pulmonary hemorrhage can be deadly, it is vital that similar cases are published to begin to establish treatment guidelines and protocols.
CaseReport2	biolink:PhenotypicFeature	1189	1199	rhinorrhea	Rhinorrhea	HP:0031417		S7	hp-full.json	CUI-less	A 16‐month‐old female with history of prematurity at 36 weeks gestation presented to the emergency department (ED) with a 2‐week history of rhinorrhea, congestion, cough, and decreased activity with a recent ED visit for vomiting and diarrhea that had since resolved.
CaseReport2	biolink:PhenotypicFeature	1213	1218	cough	Cough	HP:0012735		S7	hp-full.json	CUI-less	A 16‐month‐old female with history of prematurity at 36 weeks gestation presented to the emergency department (ED) with a 2‐week history of rhinorrhea, congestion, cough, and decreased activity with a recent ED visit for vomiting and diarrhea that had since resolved.
CaseReport2	biolink:PhenotypicFeature	1270	1278	vomiting	Vomiting	HP:0002013		S7	hp-full.json	CUI-less	A 16‐month‐old female with history of prematurity at 36 weeks gestation presented to the emergency department (ED) with a 2‐week history of rhinorrhea, congestion, cough, and decreased activity with a recent ED visit for vomiting and diarrhea that had since resolved.
CaseReport2	biolink:PhenotypicFeature	1283	1291	diarrhea	Diarrhea	HP:0002014		S7	hp-full.json	CUI-less	A 16‐month‐old female with history of prematurity at 36 weeks gestation presented to the emergency department (ED) with a 2‐week history of rhinorrhea, congestion, cough, and decreased activity with a recent ED visit for vomiting and diarrhea that had since resolved.
CaseReport2	biolink:PhenotypicFeature	1366	1377	hematemesis	Hematemesis	HP:0002248		S8	hp-full.json	CUI-less	There were no reports of obvious blood loss with hematemesis, hematochezia or hemoptysis.
CaseReport2	biolink:PhenotypicFeature	1379	1391	hematochezia	Hematochezia	HP:0002573		S8	hp-full.json	CUI-less	There were no reports of obvious blood loss with hematemesis, hematochezia or hemoptysis.
CaseReport2	biolink:PhenotypicFeature	1395	1405	hemoptysis	Hemoptysis	HP:0002105		S8	hp-full.json	CUI-less	There were no reports of obvious blood loss with hematemesis, hematochezia or hemoptysis.
CaseReport2	biolink:PhenotypicFeature	1473	1487	family history	Family history	HP:0032316		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1534	1537	SLE	Systemic lupus erythematosus	HP:0002725_SYNONYM		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1540	1560	rheumatoid arthritis	Rheumatoid arthritis	HP:0001370		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1551	1560	arthritis	Arthritis	HP:0001369		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1603	1606	SLE	Systemic lupus erythematosus	HP:0002725_SYNONYM		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1611	1622	scleroderma	Scleroderma	HP:0100324		S10	hp-full.json	CUI-less	Her family history included severe Systemic Lupus Erythematosis (SLE), rheumatoid arthritis and fibromyalgia in her mother and severe SLE and scleroderma in her maternal aunt.
CaseReport2	biolink:PhenotypicFeature	1789	1795	anemia	Anemia	HP:0001903		S11	hp-full.json	CUI-less	A complete blood count (CBC) and comprehensive metabolic profile (CMP) were obtained as part of her initial work‐up and were notable for severe anemia with hemoglobin of 2.9 and a normal CMP.
CaseReport2	biolink:PhenotypicFeature	1876	1882	anemia	Anemia	HP:0001903		S12	hp-full.json	CUI-less	A repeat CBC again demonstrated severe anemia with a hemoglobin of 2.7 and a reticulocyte count of 11.6%.
CaseReport2	biolink:PhenotypicFeature	1992	2014	iron deficiency anemia	Iron deficiency anemia	HP:0001891		S13	hp-full.json	CUI-less	Additional initial lab studies revealed signs of iron deficiency anemia and were otherwise unremarkable.
CaseReport2	biolink:PhenotypicFeature	2008	2014	anemia	Anemia	HP:0001903		S13	hp-full.json	CUI-less	Additional initial lab studies revealed signs of iron deficiency anemia and were otherwise unremarkable.
CaseReport2	biolink:PhenotypicFeature	2124	2129	tired	Fatigue	HP:0012378_SYNONYM		S14	hp-full.json	CUI-less	Pertinent findings on her physical exam included a female tod- dler who was tired‐appearing and fussy, a flow murmur, tachycardia, clear lungs, and a soft abdomen.
CaseReport2	biolink:PhenotypicFeature	2166	2177	tachycardia	Tachycardia	HP:0001649		S14	hp-full.json	CUI-less	Pertinent findings on her physical exam included a female tod- dler who was tired‐appearing and fussy, a flow murmur, tachycardia, clear lungs, and a soft abdomen.
CaseReport2	biolink:PhenotypicFeature	2254	2263	intensive	Severity	HP:0012824_SYNONYM		S15	hp-full.json	CUI-less	The patient was admitted to the pediatric intensive care unit for pRBC transfusion, further work‐up and care.
CaseReport2	biolink:PhenotypicFeature	2395	2404	bilateral	Bilateral	HP:0012832		S16	hp-full.json	CUI-less	Her initial chest X‐ray (CXR) done on Day 2 of hospital admission showed bilateral diffuse alveolar airspace disease.
CaseReport2	biolink:PhenotypicFeature	2405	2412	diffuse	Diffuse	HP:0020034		S16	hp-full.json	CUI-less	Her initial chest X‐ray (CXR) done on Day 2 of hospital admission showed bilateral diffuse alveolar airspace disease.
CaseReport2	biolink:PhenotypicFeature	2593	2602	bilateral	Bilateral	HP:0012832		S18	hp-full.json	CUI-less	Her chest computed tomography (CT; obtained about 12 days after admission, Figure 1) showed bilateral patchy parenchymal opacities throughout the lungs with most pronounced areas of dense opacification in the periphery.
CaseReport2	biolink:PhenotypicFeature	3023	3033	occasional	Occasional	HP:0040283		S21	hp-full.json	CUI-less	Oil‐red‐O staining also showed occasional lipid‐laden machrophages.
CaseReport2	biolink:PhenotypicFeature	3060	3063	All	All	HP:0000001		S22	hp-full.json	CUI-less	All cultures (viral, bacterial, fungal, and mycobacter- ial) were negative.
CaseReport2	biolink:PhenotypicFeature	3152	3162	autoimmune	Autoimmunity	HP:0002960		S23	hp-full.json	CUI-less	Lab work‐up for autoimmune diseases and other infectious etiology was negative.
CaseReport2	biolink:PhenotypicFeature	3152	3171	autoimmune diseases	Autoimmunity	HP:0002960_SYNONYM		S23	hp-full.json	CUI-less	Lab work‐up for autoimmune diseases and other infectious etiology was negative.
CaseReport2	biolink:PhenotypicFeature	3218	3222	left	Left	HP:0012835		S24	hp-full.json	CUI-less	A left lung biopsy obtained on Day 19 of admission showed acute and chronic pulmonary hemorrhage syndrome with features consistent with resolving acute capillaritis (Figure 2).
CaseReport2	biolink:PhenotypicFeature	3274	3279	acute	Acute	HP:0011009		S24	hp-full.json	CUI-less	A left lung biopsy obtained on Day 19 of admission showed acute and chronic pulmonary hemorrhage syndrome with features consistent with resolving acute capillaritis (Figure 2).
CaseReport2	biolink:PhenotypicFeature	3284	3291	chronic	Chronic	HP:0011010		S24	hp-full.json	CUI-less	A left lung biopsy obtained on Day 19 of admission showed acute and chronic pulmonary hemorrhage syndrome with features consistent with resolving acute capillaritis (Figure 2).
CaseReport2	biolink:PhenotypicFeature	3292	3312	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S24	hp-full.json	CUI-less	A left lung biopsy obtained on Day 19 of admission showed acute and chronic pulmonary hemorrhage syndrome with features consistent with resolving acute capillaritis (Figure 2).
CaseReport2	biolink:PhenotypicFeature	3362	3367	acute	Acute	HP:0011009		S24	hp-full.json	CUI-less	A left lung biopsy obtained on Day 19 of admission showed acute and chronic pulmonary hemorrhage syndrome with features consistent with resolving acute capillaritis (Figure 2).
CaseReport2	biolink:PhenotypicFeature	3452	3460	positive	Position	HP:0012830		S25	hp-full.json	CUI-less	Within the tissue, there were few Epstein Barr virus (EBV)‐positive cells but EBV infection did not appear to be the cause of pulmonary bleeding.
CaseReport2	biolink:PhenotypicFeature	3585	3589	Left	Left	HP:0012835		S26	hp-full.json	CUI-less	Direct immunofluorescence microscopy FIGURE 1 Left lung wedge biopsy obtained about 19 days after admission showing chronic active alveolar hemorrhage with interstitial fibrosis, hyperplasia of Type II pneumocytes and minimal inflammation [Color figure can be viewed at wileyonlinelibrary.com] showed a granular deposition of immunoglobulin A (IgA) and C3 in the alveolar walls.
CaseReport2	biolink:PhenotypicFeature	3655	3662	chronic	Chronic	HP:0011010		S26	hp-full.json	CUI-less	Direct immunofluorescence microscopy FIGURE 1 Left lung wedge biopsy obtained about 19 days after admission showing chronic active alveolar hemorrhage with interstitial fibrosis, hyperplasia of Type II pneumocytes and minimal inflammation [Color figure can be viewed at wileyonlinelibrary.com] showed a granular deposition of immunoglobulin A (IgA) and C3 in the alveolar walls.
CaseReport2	biolink:PhenotypicFeature	3999	4011	intermittent	Recurrent	HP:0031796_SYNONYM		S27	hp-full.json	CUI-less	Throughout her hospital stay, the patient was treated with Bipap and oxygen (for intermittent hypoxia and respiratory distress), diuretics, multiple blood transfusions and oral steroids (prednisone, 2 mg/kg/day).
CaseReport2	biolink:PhenotypicFeature	4024	4044	respiratory distress	Respiratory distress	HP:0002098		S27	hp-full.json	CUI-less	Throughout her hospital stay, the patient was treated with Bipap and oxygen (for intermittent hypoxia and respiratory distress), diuretics, multiple blood transfusions and oral steroids (prednisone, 2 mg/kg/day).
CaseReport2	biolink:PhenotypicFeature	4494	4513	pulmonary opacities	Pulmonary opacity	HP:0031457		S31	hp-full.json	CUI-less	Her CXR before discharge showed improved pulmonary opacities.
CaseReport2	biolink:PhenotypicFeature	4664	4679	IgA nephropathy	IgA deposition in the glomerulus	HP:0000794_SYNONYM		S33	hp-full.json	CUI-less	IgA nephropathy was eventually ruled out due to normal kidney function and ultrasound.
CaseReport2	biolink:PhenotypicFeature	4668	4679	nephropathy	Nephropathy	HP:0000112		S33	hp-full.json	CUI-less	IgA nephropathy was eventually ruled out due to normal kidney function and ultrasound.
CaseReport2	biolink:PhenotypicFeature	4986	4992	stable	Stable	HP:0031915		S34	hp-full.json	CUI-less	At about 2.5 months following her initial admission while con- tinuing oral corticosteroids, a surveillance bronchoscopy showed continued alveolar hemorrhage and the patient was again admitted to the hospital for observation despite a stable Hb and CXR.
CaseReport2	biolink:PhenotypicFeature	5492	5498	stable	Stable	HP:0031915		S39	hp-full.json	CUI-less	Her Hb at that time was stable at 12.3 g/dl, however the decision was made to change her immune modulator to a monthly cyclo- phosphamide infusion at a dose of 45 mg/kg following a 3‐day course of pulse steroids (30 mg/kg/dose).
CaseReport2	biolink:PhenotypicFeature	5898	5918	pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S41	hp-full.json	CUI-less	Following the completion of these infusions during which time her prednisone was weaned to 0.5 mg/kg/day, a surveillance CXR showed signs of continued pulmonary hemorrhage that was verified by chest CT. She also had a dip in Hb to 9.8 g/dl and an elevated Reticulocyte count to 5.3% and did not show signs of acute illness.
CaseReport2	biolink:PhenotypicFeature	6056	6061	acute	Acute	HP:0011009		S42	hp-full.json	CUI-less	Following the completion of these infusions during which time her prednisone was weaned to 0.5 mg/kg/day, a surveillance CXR showed signs of continued pulmonary hemorrhage that was verified by chest CT. She also had a dip in Hb to 9.8 g/dl and an elevated Reticulocyte count to 5.3% and did not show signs of acute illness.
CaseReport2	biolink:PhenotypicFeature	6599	6609	multifocal	Multifocal	HP:0030651		S46	hp-full.json	CUI-less	About 10 months after starting the second phase, she was admitted to the hospital for a week for multifocal pneumonia, gastroenteritis and relapse in her capillaritis.
CaseReport2	biolink:PhenotypicFeature	6610	6619	pneumonia	Pneumonia	HP:0002090		S46	hp-full.json	CUI-less	About 10 months after starting the second phase, she was admitted to the hospital for a week for multifocal pneumonia, gastroenteritis and relapse in her capillaritis.
CaseReport2	biolink:PhenotypicFeature	7668	7674	stable	Stable	HP:0031915		S56	hp-full.json	CUI-less	At the current time, she has been off of all medications for just over a year and has been symptom free with stable lab values.
CaseReport2	biolink:PhenotypicFeature	7687	7707	Pulmonary hemorrhage	Pulmonary hemorrhage	HP:0040223		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7754	7761	acutely	Acute	HP:0011009		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7768	7773	acute	Acute	HP:0011009		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7819	7826	diffuse	Diffuse	HP:0020034		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7841	7846	focal	Focal	HP:0030650		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7849	7856	Diffuse	Diffuse	HP:0020034		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
CaseReport2	biolink:PhenotypicFeature	7849	7876	Diffuse alveolar hemorrhage	Diffuse alveolar hemorrhage	HP:0025420		S57	hp-full.json	CUI-less	Pulmonary hemorrhage in children can be insidious or can pre- sent acutely as an acute life‐threatening event.1 The bleeding may be diffuse (alveolar) or focal.2 Diffuse alveolar hemorrhage (DAH) is a rare but potentially life threatening condition in children.2 DAH oc- curs as a result of injury to the small vessels (capillaries, arterioles, and venules) of the pulmonary circulation.3 Idiopathic pulmonary hemosiderosis (IPH) is a diagnosis of exclusion and includes diffuse infiltrates, anemia, and alveolar hemosiderin‐laden macrophages of unknown cause.3 Various hypotheses have been proposed to explain the pathophysiology of IPH including allergic, environmental, genetic and/or auto‐immune processes.4 The differential diagnosis in time has expanded to include PC and idiopathic hemorrhage of infancy (AIPH).
